title,desc,image,url,source,date,ru_title,ru_desc
美忧北约系统遭骇 促德勿用华为5G,美国周一警告德国，5G网路若使用「不受信任的供应商」将带来风险，试图以可能影响双方情报分享向德国施压。如今，因5G而限制情报分享的规模可能扩及北大西洋公约联盟。,https://www.dw.com/image/47803852_7.jpg,https://www.dw.com/zh/%E7%BE%8E%E5%BF%A7%E5%8C%97%E7%BA%A6%E7%B3%BB%E7%BB%9F%E9%81%AD%E9%AA%87-%E4%BF%83%E5%BE%B7%E5%8B%BF%E7%94%A8%E5%8D%8E%E4%B8%BA5g/a-47863811?maca=chi-rss-chi-all-1127-rdf,DW,20190315,США призывают Германию не использовать Huawei 5G на фоне взлома НАТО,"В понедельник Соединенные Штаты предупредили Германию о рисках использования «ненадежных поставщиков» для своей сети 5G в попытке оказать давление на Германию, угрожая обмену разведданными между двумя сторонами. Теперь ограничения на обмен разведданными из-за 5G могут распространиться на альянс НАТО."
预测你未来健康状况的无形警告,事实证明，人工智能可以在我们之前发现疾病的预兆。利亚·卡明斯基是一名全科医生和作家，她认为这项技术可能会带领我们进入医疗保健的新时代。,https://ichef.bbci.co.uk/news/1024/branded_ukchina/141DD/production/_105379328_p06y8n7x.jpg,https://www.bbc.com/ukchina/simp/vert-fut-47038870,BBC,20190129,"Невидимые предупреждения, которые предсказывают ваше будущее здоровье","Оказывается, искусственный интеллект может обнаружить предупреждающие признаки болезни раньше нас. Лия Камински, врач общей практики и автор, считает, что технология может привести нас к новой эре здравоохранения."
杨莅--抽身水疗生意俏，却见政坛风浪高,20年前，东北姑娘杨莅怀揣着“美国梦”漂洋过海。后来她成为美国公民，在佛罗里达州创办水疗按摩店，参加社区活动，出入有美国政界名流亮相的场合，并在社交媒体上自豪地登出她与美国总统特朗普的合影。,https://gdb.voanews.com/21FEFE0D-A1A2-446F-BBAA-73CB0E696BE1_cx0_cy4_cw0_w1200_r1_s.jpg,https://www.voachinese.com/a/cindy-yang-20190329/4854310.html,VOA,20190330,"Ян Лай – бизнес в области экстракционных спа-центров процветает, но политическая нестабильность высока","Двадцать лет назад Ян Лай, девушка из Северо-Восточного Китая, путешествовала через океан с «американской мечтой» на руках. Позже она стала гражданкой США, открыла спа-салон и массажный салон во Флориде, участвовала в общественных мероприятиях, посещала мероприятия, на которых выступали американские политические знаменитости, и с гордостью размещала свою фотографию с президентом Трампом в социальных сетях."
胃癌患者接受免疫療法 緩解症狀,67 歲張姓婦人罹患胃癌末期，手術切除部分胃後，接受化學治療，病情起伏藥物未能控制，因腸阻塞無法進食、喝水，後採用免疫療法，經 1 年治療，癌症指數獲得控制，症狀緩解。,https://cdn.taronews.tw/files/2018/05/hospital-3089884_1280.jpg,https://taronews.tw/2019/03/27/292527/,芋傳媒,20190328,Больные раком желудка получают иммунотерапию для облегчения симптомов,"67-летняя женщина по фамилии Чжан страдала терминальным раком желудка.После хирургической резекции части желудка ей была проведена химиотерапия.Подъемы и спады ее состояния не контролировались лекарствами, и она не могла ни есть, ни пить из-за к кишечной непроходимости.Затем была применена иммунотерапия.Через 1 год лечения раковый индекс удалось контролировать.Симптомы купировались."
凌晨在南投民宿被查獲！鼓吹武統學者李毅上午7：25遣返香港,內政部移民署今天表示，由於中國學者李毅未依限離境，將由移民署人員於上午7時25分執行強制出境，於桃園機場搭CI-601班機離境前往香港。曾鼓吹武力統一台灣的中國學者李毅受中國和平統一促進會邀請訪台演講，但移民署昨天表示，李毅9日持觀光簽證入境台灣，不得發表演說，已廢止李毅入境許可，限令昨天出境。移民,https://newtalk.tw/resize_action2/s.newtalk.tw/album/news/233/5cafde0d87d03.png?imgmax=800,https://newtalk.tw/news/view/2019-04-12/232323,NewTalk.tw,20190413,"Его забрали в гостевом доме Наньтоу рано утром! Ли И, ученый, выступавший за объединение военных, был репатриирован в Гонконг в 7:25 утра.","Департамент иммиграции Министерства внутренних дел заявил сегодня, что, поскольку китайский ученый Ли И не покинул страну в установленные сроки, сотрудники Департамента иммиграции осуществят принудительную депортацию в 7:25 утра и покинут страну в рейс CI-601 в аэропорту Таоюань в Гонконге. Ли И, китайский ученый, который когда-то выступал за воссоединение Тайваня силой, был приглашен Китайской ассоциацией содействия мирному воссоединению, чтобы выступить на Тайване, однако вчера Департамент иммиграции заявил, что Ли И прибыл на Тайвань с туристом. Виза 9-го числа, и ему не разрешили выступить с речью. Разрешение на въезд Ли И было отменено. Покинуть страну. мигрант"
科技防灾：预测自然灾害的人工智能新技术,地震、海啸、洪水和森林火灾都是难以控制且破坏极大的自然灾害，人工智能领域的进展有助于预测灾害的发生。,https://ichef.bbci.co.uk/news/1024/branded_ukchina/51E3/production/_106136902_p0720fh6.jpg,https://www.bbc.com/ukchina/simp/vert-fut-47669454,BBC,20190323,Предотвращение техногенных катастроф: новая технология искусственного интеллекта для прогнозирования стихийных бедствий,"Землетрясения, цунами, наводнения и лесные пожары — это неуправляемые и разрушительные стихийные бедствия, и достижения в области искусственного интеллекта могут помочь предсказать их возникновение."
欧盟探索如何对抗中国式“国家资本主义”,围绕中国政府所支持的“国家资本主义”的担忧正促使欧盟重新评估其竞争法规，以备批准大型并购交易之用或对外国竞争者做出更强有力的回应。,https://si.wsj.net/public/resources/images/S1-BS166_euchin_G_20190115121646.jpg,https://cn.wsj.com/articles/%E6%AC%A7%E7%9B%9F%E6%8E%A2%E7%B4%A2%E5%A6%82%E4%BD%95%E5%AF%B9%E6%8A%97%E4%B8%AD%E5%9B%BD%E5%BC%8F%E2%80%9C%E5%9B%BD%E5%AE%B6%E8%B5%84%E6%9C%AC%E4%B8%BB%E4%B9%89%E2%80%9D-11547606412?tesla=y,WSJ,20190116,"ЕС изучает, как противостоять «государственному капитализму» в китайском стиле","Обеспокоенность по поводу «государственного капитализма», поддерживаемого китайским правительством, побуждает Европейский союз пересматривать свои правила конкуренции в рамках подготовки к одобрению крупных сделок по слиянию или более жесткому реагированию на иностранных конкурентов."
韓國瑜：中天報導這麼多中華民國國旗，怎麼可能賣台？,英國《金融時報》報導，旺中集團媒體的新聞受到中國國台辦指令，高雄市長韓國瑜今（19）日被中天記者詢問對此看法時表示，「中天報導這麼多中華民國國旗，怎麼可能賣台？或者被國台辦的指揮呢？我不太了解NCC的…,https://image.peoplenews.tw/news/2d487f39-e89b-4e2e-8f31-b9989c99aa5a.jpg,https://www.peoplenews.tw/news/2d487f39-e89b-4e2e-8f31-b9989c99aa5a,民報,20190720,"Хань Гоюй: Чжунтянь сообщил о таком количестве национальных флагов Китайской Республики, как можно было продать Тайвань?","Британская ""Financial Times"" сообщила, что новости СМИ Wangzhong Group были заказаны Управлением по делам Тайваня Государственного совета Китая. Репортер Zhongtian сегодня (19-го) спросил мэра Гаосюна Хань Гоюя об этом, и он сказал: ""Zhongtian сообщает, что много флагов Китайской Республики.Как можно было продавать Тайвань?Или управляться Управлением по делам Тайваня Госсовета?Я мало знаю о NCC..."
糗大！疑似忘切帳號  沈智慧自誇「立院清流」網友虧慘,臉書忘記切換帳號留言被抓包出糗，昨天再添一樁！有網友發現，國民黨台中市新科立委沈智慧，疑似在臉書「老王賣瓜」，自誇是「立法院一股清流」，但忘了「轉換身分」。雖然她發現搞了烏龍後，已將留言刪除，但仍被眼尖的網友秒截圖為證，除迅速洗版外，並在PTT掀起熱議和嘲諷，好不尷尬！沈智慧在自己臉書下方留言表示，,https://newtalk.tw/resize_action2/s.newtalk.tw/album/news/217/5c81ba1172a8d.jpg?imgmax=800,https://newtalk.tw/news/view/2019-03-08/216863,NewTalk.tw,20190309,"Большое смущение! Подозреваемый в том, что он забыл удалить аккаунт, Шэнь Чжихуэй хвастался, что пользователи сети «Лиюань Цинлю» ужасно пострадали.","Facebook забыл сменить аккаунт и оставил сообщение, и был пойман от смущения Вчера добавилось еще одно! Некоторые пользователи сети обнаружили, что Шэнь Чжихуэй, депутат новой ветви города Тайчжун гоминьдана, подозревается в «продаже дынь Лао Ваном» на Facebook, хвастаясь тем, что он «чистый поток в Законодательном юане», но забыл « изменить свою личность». Несмотря на то, что она удалила свое сообщение после того, как узнала, что сделала что-то не так, зоркие пользователи сети все равно сделали скриншоты, которые помимо быстрой очистки версии вызвали бурные обсуждения и насмешки на PTT, так неловко! Шэнь Чжихуэй оставила сообщение под своим Facebook, сказав:"
見證台灣400年歷史：這裏曾經是荷蘭人的熱蘭遮城,臺灣城殘蹟 現今為一級古蹟 當年外城的南側城壁台灣城南面城牆 壁史陳述歷史的興衰,https://www.cmmedia.com.tw/file/24832/1555033057_100102_cropped_99_1555032701_100102_main_448A5498-1.jpg,https://www.cmmedia.com.tw/home/articles/15095,信傳媒,20190415,Станьте свидетелем 400-летней истории Тайваня: когда-то это был голландский город Зеландия.,Остатки Тайваньского города теперь являются первоклассным историческим местом.Южная стена внешнего города была южной стеной Тайваньского города.История стены описывает взлеты и падения истории.
美国之音中文网 您可靠的信息来源,"美国之音是您的可靠和准确的有关中国、美国和国际新闻的来源。欢迎浏览美国之音中文网阅读最新的报道，收听收看美国之音电视广播节目或练习您的英语。
Voice of America Chinese is your source for reliable and accurate news about China, the United States and the World. Read the latest news, watch VOA TV, listen to one of our radio programs or practice your English.",https://www.voachinese.com/Content/responsive/VOA/img/top_logo_news.png,https://www.voachinese.com/,VOA,20190124,Голос Америки Китайский сайт Ваш надежный источник информации,"«Голос Америки» — ваш надежный и точный источник китайских, американских и международных новостей. Добро пожаловать на китайский веб-сайт VOA, чтобы читать последние отчеты, слушать передачи VOA TV или практиковать свой английский.
Голос Америки на китайском – ваш источник достоверных и точных новостей о Китае, Соединенных Штатах и ​​мире. Читайте последние новости, смотрите VOA TV, слушайте одну из наших радиопрограмм или практикуйте свой английский."
單桿破百1000次！英格蘭司諾克「火箭人」奧蘇利文創造難以超越的歷史紀錄,在全世界最受歡迎的撞球運動「司諾克」之中，一位選手「單桿破百」的次數是衡量其技術水平的最重要指標之一。英格蘭司諾克大師「火箭人」奧蘇利文10日就此創下前無古人、日後也難有來者的紀錄：完成職業生涯第1000次「單桿破百」，而且他今年才43歲！司諾克（snooker）職業撞球員錦標賽, https://image.cache.storm.mg/styles/smg-800x533-fp/s3/media/image/2019/03/14/20190314-071850_U720_M505769_e77e.jpg?itok=BJhG9cy9,https://www.storm.mg/article/1058536,風傳媒,20190315,"Сломайте 1000 раз одним ударом! Англия Снукер ""Рокетмен"" О'Салливан устанавливает непревзойденный исторический рекорд","В самой популярной в мире игре в бильярд «снукер» количество раз, когда игрок «выбивает 100 за один удар», является одним из наиболее важных показателей для измерения его технического уровня. Мастер снукера Англии ""Rocket Man"" О'Салливан установил беспрецедентный рекорд 10-го числа, и в будущем ему будет трудно кому-либо прийти: он совершил 1000-й ""сингл-брейк"" в своей карьере, а ему всего 43 года. старый в этом году! Чемпионат профессиональных игроков в снукер"
紀念6．3血腥鎮壓40天 蘇丹再現示威潮,目擊者指出，蘇丹各地 13 日有數以萬計的示威者走上街頭，以紀念數十名抗議群眾 40 天前，在首都喀土木（Khartoum）遭到安全部隊殺害。,https://cdn.taronews.tw/files/2019/06/1067x600_216263774438.jpg,https://taronews.tw/2019/07/14/401731/,芋傳媒,20190715,В ознаменование 40 дней кровавых репрессий 3 июня в Судане вновь вспыхивают протесты,"Свидетели сообщили, что в среду десятки тысяч демонстрантов вышли на улицы Судана в память об убийстве десятков протестующих силами безопасности в столице Хартуме 40 дней назад."
列车进站时 男子打后空翻,法国一个年轻人日前在法国的火车站月台进行惊险挑战，他在列车进站时，千钧一发的瞬间打后空翻。网民怒轰他罔顾他人安危。这个24岁的男生Rapha?l Bourgeat-lami在社交网站Instagram上载在不同的地方打空翻表演的影片，包括在高楼大厦的边沿、滑板场、大树旁等等高危地方进行动作，而近日他在法国巴黎的一个车站月台的“表演”，引起一些人怒轰。,https://www.zaobao.com.sg/sites/default/files/styles/og_share_medium/public/images/201901/20190129/file73ub8he9p9137sh48h2.jpg?itok=fPntGNx8&c=79d357050ab5f484f99d5bd27651dd1a,https://www.zaobao.com.sg/znews/others/story20190129-928069?utm_medium=Social&utm_source=Facebook#Echobox=1548744967,Zaobao,20190130,"Мужчина делает сальто назад, когда поезд подъезжает к станции","Молодой человек во Франции недавно выполнил захватывающее испытание на платформе французского железнодорожного вокзала: когда поезд въехал на станцию, в критический момент он сделал сальто назад. Пользователи сети раскритиковали его за игнорирование безопасности других. 24-летний мальчик Рафаэль Бурже-лами загрузил видео сальто в разных местах в социальной сети Instagram, в том числе выполняя действия в местах повышенного риска, таких как край высотных зданий, площадки для катания на скейтборде и т. д. «Выступление» на платформе вокзала в Париже, Франция, вызвало гнев некоторых людей."
波蘭逮涉間諜罪員工 華為：進行調查不便評論,針對波蘭媒體指稱，一名華為中國籍員工因涉間諜活動遭逮捕，華為公司今（11）日回應表示，目前正對此進行調查，不便評論，並強調，一直要求所有員工遵守所在國法律法規。中國電訊設備巨頭華為近年風波不斷，國際社會質疑協助中國政府進行企業間諜活動，因此受到美、日和英等多國封殺，阻撓參與5G網絡建設，面臨外界越來,https://newtalk.tw/resize_action2/s.newtalk.tw/album/news/194/5c38b3e76f0e4.jpg?imgmax=800,https://newtalk.tw/news/view/2019-01-11/193425,NewTalk.tw,20190112,"Польша арестовывает сотрудников, причастных к шпионажу, Huawei: расследование неудобно комментировать","В ответ на утверждения польских СМИ о том, что китайский сотрудник Huawei был арестован за шпионаж, Huawei ответила сегодня (11-го числа), что в настоящее время расследует это и не может комментировать. В последние годы у китайского гиганта телекоммуникационного оборудования Huawei возникли проблемы, и международное сообщество поставило под сомнение его помощь китайскому правительству в корпоративном шпионаже."
郭董的鬼使神差,鴻海董事長郭台銘參加國民黨總統的初選。以郭董的民望，已經是牽動三尺浪，然而他不以此為滿足，為了讓事情更加完美，他製造的出場式，可謂前無古人，擺出一副「天子」的架勢，至少也是帶著天命的御旨，下凡行事。不…,https://image.peoplenews.tw/news/e925a5f0-4fa5-4a26-8a90-79849c604e56.png,https://www.peoplenews.tw/news/e925a5f0-4fa5-4a26-8a90-79849c604e56,民報,20190419,Непонимание Дун Го,"Председатель Хон Хай Терри Гоу участвовал в первичных президентских выборах Гоминьдана. Популярность Го Дуна уже затронула волны в три фута, но он не удовлетворен этим. Чтобы сделать вещи более совершенными, он создал беспрецедентный вид. Следуя императорскому указу судьбы, он приступил к действию. Нет…"
臺灣是地區不是國家? 林濁水批楊惠欽回答沒擔當,民進黨前立委林濁水今(1)日稍早於社群媒體臉書發文，直指大法官被提名人楊惠欽日前被問到「臺灣是不是一個國家？」時，回答得相當沒骨氣、沒擔當，「當偽大法官也真是適格得很」。大法官被提名人楊惠欽日前接受無黨籍立委陳玉珍詢問，被問及「臺灣是否為國家？」時表示，「我們是中華民國，臺灣這兩個字應該沒有出現在《,https://newtalk.tw/resize_action2/s.newtalk.tw/album/news/88/5bfba8b181582.jpg?imgmax=800,https://newtalk.tw/news/view/2019-07-01/266962,NewTalk.tw,20190702,"Тайвань — это регион, а не страна? Линь Чжошуй критикует Ян Хуэйцинь за то, что он не взял на себя ответственность","Линь Чжуошуй, бывший депутат от Демократической прогрессивной партии, сегодня опубликовал пост в социальной сети Facebook (1), отметив, что когда кандидата Ян Хуэйциня спросили: «Является ли Тайвань страной?», его ответ был довольно бесхребетным: «Нет». ответственности: «Это действительно право быть псевдосудьей». Кандидат в судьи Ян Хуэйцинь несколько дней назад был допрошен беспартийным депутатом Чэнь Юйчжэнем. Когда его спросили: «Является ли Тайвань страной?», он ответил: «Мы — Китайская Республика."
梅克爾：華為參與德國5G條件 須確保安全無虞,德國總理梅克爾今天表示，德國有必要確保中國電訊設備供應商華為技術公司不會將資料交給中國政府，才能允許華為參與德國第 5 代行動通訊技術（ 5 G）的架設工作。,https://cdn.taronews.tw/files/2019/01/20181227PHO0100l.jpg,https://taronews.tw/2019/02/05/246708/,芋傳媒,20190206,Меркель: участие Huawei в условиях 5G в Германии должно обеспечить безопасность,"Канцлер Германии Ангела Меркель заявила сегодня, что Германии необходимо обеспечить, чтобы китайский поставщик телекоммуникационного оборудования Huawei Technologies не передал информацию китайскому правительству, прежде чем разрешить Huawei участвовать в создании немецкой технологии мобильной связи пятого поколения (5G)."
美国会众议院未能推翻特朗普的否决令,美国国会众议院26日就总统特朗普否决国会两院叫停美墨边境“国家紧急状态”决议举行投票，但未能获得足够票数推翻这个否决令。新华社报道，当天有14名共和党国会众议员加入民主党阵营，投票支持推翻特朗普的否决令。最终投票结果是248票赞成、181票反对，未能达到推翻否决令所需的至少290张赞成票。,https://www.zaobao.com.sg/sites/default/files/styles/og_share_medium/public/images/201903/20190327/cheowml201903270701201.jpg?itok=X36seMX-,https://www.zaobao.com.sg/realtime/world/story20190327-943512?utm_medium=social&utm_source=facebook#echobox=1553642298,Zaobao,20190327,Палата представителей США не может преодолеть вето Трампа,"26-го числа Палата представителей США провела голосование по вето президента Трампа на резолюцию обеих палат Конгресса о приостановке «чрезвычайного положения в стране» на границе США и Мексики, но не набрала достаточно голосов, чтобы отменить вето. Агентство Синьхуа сообщило, что 14 республиканских членов Конгресса присоединились в тот день к лагерю демократов и проголосовали за отмену вето Трампа. В итоге было подано 248 голосов против 181, что меньше минимума в 290 голосов, необходимых для отмены вето."
希臘風建築吸睛 漁港旁活動中心成景點,台南市將軍區鯤鯓、鯤溟里聯合活動中心位於青山漁港旁，以藍白色調為主的希臘風格建築特色，成為遊客必訪景點。近來地方以古地名「青鯤鯓」行銷特產，希望爭取活動中心改名。,https://cdn.taronews.tw/files/2018/06/piraeus-1712115_1280.jpg,https://taronews.tw/2019/02/24/263234/,芋傳媒,20190225,"Архитектура в греческом стиле привлекает внимание, а центр развлечений рядом с рыбацким портом стал живописным местом.",Совместный центр деятельности Кунша и Куньминли в районе Цзянцзюнь города Тайнань расположен рядом с рыбным портом Циншань.Сине-белые тона архитектурных элементов в греческом стиле делают его обязательным для посещения туристами. В последнее время местный рынок использует древнее название «Цинкуньси» для продажи специальных продуктов и надеется изменить название центра деятельности.
觀賞麥寮興華國小動畫片 蔡總統：放臉書分享,雲縣麥寮興華國小僅有學生 45 人，由公視團隊輔導製作「糖果工廠的秘密」反思家鄉環境的動畫片，獲得國內外大獎，總統蔡英文今天訪視觀賞後說，要放臉書擴大分享。,https://cdn.taronews.tw/files/2019/02/20190219PHO0143l.jpg,https://taronews.tw/2019/02/19/259210/,芋傳媒,20190220,Посмотрите анимацию президента начальной школы Майляо Синхуа Цая: поделитесь ею на Facebook,"В начальной школе Майляо Синхуа в уезде Юньсянь учится всего 45 учеников. Команда PTV руководила производством «Секретов кондитерской фабрики», чтобы отразить окружающую среду родного города. Мультфильм получил отечественные и зарубежные награды. Книга расширяется, чтобы поделиться ."
东京福祉大下落不明留学生达1610人 文科省令其停招新生：朝日新聞中文网,围绕东京福祉大学多名留学生下落不明的问题，文部科学省和出入国在留管理厅(入管厅)于11日宣布，自2016年度至2018年度(2016年4月至2019年3月)，共有1610人下落不明。,https://public.potaufeu.asahi.com/24f5-p/picture/16635628/ef3c85ec53aaccd55b010cf9343470fb_640px.jpg,https://asahichinese-j.com/society/12449477,Asahi,20190612,"1610 иностранных студентов пропали без вести в Токийском социальном университете, Министерство искусств, науки и технологий приказало ему прекратить набор новых студентов: китайский веб-сайт Asahi Shimbun","Что касается пропажи многих иностранных студентов Токийского университета социального обеспечения, Министерство образования, культуры, спорта, науки и технологий и Управление иммиграции и проживания (Департамент иммиграции) объявили 11-го числа, что с 2016 по 2018 год (с апреля 2016 года по март 2019), всего 1610 человек Местонахождение неизвестно."
「郭柯王」合作仍有望 王金平：盡量在融合,「郭柯王」合作局勢尚未明朗，對於國民黨總統候選人韓國瑜日前對於郭柯王「不知道是在折磨我、還是在互相折磨」的調侃。立法院長王金平今（19日）回應， 是互相勉勵、互相祝福，沒有折磨，「大家盡量在融合彼此間的理念。」「桃園三結義」昨破局後，又傳出一套「郭王」將合力拱台北市長柯文哲參選總統的劇本，但前王金平,https://newtalk.tw/resize_action2/s.newtalk.tw/album/news/288/5d5a5ba4ed88a.jpg?imgmax=800,https://newtalk.tw/news/view/2019-08-19/287851,NewTalk.tw,20190820,Сотрудничество «Го Кеван» все еще обнадеживает Ван Цзиньпин: попытайтесь интегрироваться,"Ситуация с сотрудничеством «Короля Го Кэ» еще не ясна.Относительно насмешек кандидата в президенты Гоминьдана Хань Гоюя над Го Кеваном «Я не знаю, мучает ли он меня или мучает друг друга» несколько дней назад. Председатель Законодательного собрания Ван Цзиньпин ответил сегодня (19-е число), что он поощряет и благословляет друг друга без пыток: «Все пытаются интегрировать идеи друг друга». Распространение Хели поддержало сценарий мэра Тайбэя Кэ Вэньчжэ, баллотирующегося на пост президента, но бывший Ван Цзиньпин"
美国会议员呼吁停止向香港出售人群控制设施,美国国会众议员、民主党的克里斯·史密斯和共和党的詹姆斯·麦考文发表联名信，呼吁美国停止向香港警方出售人群控制设施。  这两名议员的联名信是写给美国国务卿蓬佩奥和商业部部长罗斯。  公开信强调，这是对香港警方,/english/images/rfa-logo-400.jpg,https://www.rfa.org/mandarin/Xinwen/5-08032019113812.html,RFA,20190804,Законодатели США призывают прекратить продажу Гонконгу оборудования для борьбы с массовыми беспорядками,"Представители США Крис Смит, демократ, и Джеймс МакКован, республиканец, опубликовали совместное письмо, призывающее США прекратить продажу оборудования для борьбы с массовыми беспорядками полиции Гонконга. Совместное письмо двух законодателей было адресовано госсекретарю Майку Помпео и министру торговли Уилбуру Россу. В открытом письме подчеркивается, что это медвежья услуга полиции Гонконга."
長榮航罷工 23日影響逾2萬4000名旅客,長榮空服員罷工持續，長榮航空統計，今天取消 112 班、影響 2 萬 3000 多名旅客，明天取消 113 班、影響超過 2 萬 4000 多名旅客。,https://cdn.taronews.tw/files/2019/06/20190620PHO0158l.jpg,https://taronews.tw/2019/06/22/379445/,芋傳媒,20190623,23-го числа от авиаудара EVA пострадали более 24 000 пассажиров,"Забастовка бортпроводников EVA продолжается: по статистике EVA Air, сегодня было отменено 112 рейсов, затронувших более 23 000 пассажиров, а завтра было отменено 113 рейсов, затронувших более 24 000 пассажиров."
睽違11年再披中華隊戰袍？陳偉殷這樣說.....,2019第二屆全國大專校院系際盃棒球爭霸賽今（14）日於體育聯合辦公大樓3樓大禮堂舉辦開賽記者會，宣布該賽會報名數量破紀錄，由去年121隊增加到158隊參賽，不乏國內著名大學系所組隊參加，代表棒球在大學受歡迎的程度。旅美球星陳偉殷蒞臨記者會活動現場，為這些熱愛棒球的大學生們加油打氣，期許臺灣各層級的,https://newtalk.tw/resize_action2/s.newtalk.tw/album/news/195/5c3c61e39464c.jpg?imgmax=800,https://newtalk.tw/news/view/2019-01-14/194351,NewTalk.tw,20190115,Спустя 11 лет снова надеть футболку сборной Китая? Чен Вэйинь так сказал...,"Сегодня (14-е место) в актовом зале на 3-м этаже Спортивного офисного здания состоялась пресс-конференция Второго межведомственного кубка колледжей 2019 года по бейсболу, на которой было объявлено, что количество регистраций на турнир побило рекорды, увеличившись со 121 команды в прошлом году до Участвовало 158 команд, многие известные факультеты отечественных университетов сформировали команды для участия, представляя популярность бейсбола в университетах. Чен Вэйинь, звезда американского футбола, пришел на пресс-конференцию, чтобы поболеть за студентов колледжа, которые любят бейсбол."
美中继续贸易谈判 仍有多项分歧,美国和中国的贸易谈判将在华盛顿继续进行。双方希望在3月1日最后期限之前，达成协议，以避免贸易战升级。  海外中文网站大纪元总结出此前双方谈判的情况，为五大进展和四大分歧。五个已经取得较大进展的项目分别是：�,/english/images/rfa-logo-400.jpg,https://www.rfa.org/mandarin/Xinwen/6-02242019125057.html,RFA,20190225,"Торговые переговоры США и Китая продолжаются, разногласия сохраняются","Торговые переговоры между США и Китаем продолжатся в Вашингтоне. Обе стороны надеются достичь соглашения до крайнего срока 1 марта, чтобы избежать эскалации торговой войны. The Epoch Times, зарубежный веб-сайт на китайском языке, резюмировал предыдущие переговоры между двумя сторонами как пять основных событий и четыре основных различия. Пять проектов, которые добились значительного прогресса:"
足球》內馬爾性侵案罪證不足 巴西警方終止調查,聖保羅檢察總長辦公室今天表示，偵辦足球超級巨星內馬爾（Neymar）性侵疑雲的巴西警察，因罪證不足結束調查。檢察總長辦公室發言人告訴法新社，警方的決定明天將送交檢察官，檢方將有15天能評估此案。接著將由法官作出最終裁決。內馬爾的發言人表示，他無法對警方的決定做出評論。聖保羅警方明, https://image.cache.storm.mg/styles/smg-800x533-fp/s3/media/image/2019/07/30/20190730-015748_U11645_M539785_7a63.jpg?itok=pRBmd9Vk,https://www.storm.mg/article/1537848,風傳媒,20190731,"Недостаточно доказательств по делу о сексуальном насилии в футболе Неймара, бразильская полиция прекращает расследование","Бразильская полиция, расследующая обвинения в сексуальных домогательствах со стороны футбольной суперзвезды Неймара, закрыла расследование из-за недостаточности улик, сообщила в понедельник Генеральная прокуратура Сан-Паулу. Решение полиции будет отправлено в прокуратуру завтра, у которой будет 15 дней для оценки дела, сообщил AFP представитель генеральной прокуратуры. Затем окончательное решение принимает судья. Пресс-секретарь Неймара заявил, что не может комментировать решение полиции. Полиция Сан-Паулу"
中国经济是否景气？看你的年终奖就知道了,2018年，中国经济经历了贸易战、增速放缓、股市低迷，这些经济事件在年终奖上多多少少都能看到影响。,https://ichef.bbci.co.uk/news/1024/branded_zhongwen/2DEC/production/_105465711_gettyimages-1096491198.jpg,https://www.bbc.com/zhongwen/simp/chinese-news-47111547,BBC,20190204,Экономика Китая процветает? Просто посмотрите на свой бонус в конце года,"В 2018 году китайская экономика пережила торговые войны, замедление роста и спад на фондовом рынке — эти экономические события более или менее можно увидеть в наградах по итогам года."
【下午茶星闻】喝下午茶透露心声 黄振隆常被粉丝“骂”,与粉丝共进下午茶，黄振隆被女粉丝“骂”，他笑说：家常便饭！《联合晚报》的《下午茶星闻》单元安排了女粉丝胡雅兰与本地艺人黄振隆在位于大华银行大厦一座内的四川豆花饭庄共进下午茶。胡雅兰充当“一日记者”向偶像发问，黄振隆有问必答，间中还频频“耍冷”，让原本紧张的粉丝顿时放松，最后还搞笑“骂”了偶像。,https://www.zaobao.com.sg/sites/default/files/styles/og_share_medium_play/public/images/201904/20190404/20190404_showbiz-long-01.jpg?itok=mkknL5nV,https://www.zaobao.com.sg/zentertainment/celebs/story20190404-945875?utm_medium=social&utm_source=facebook#echobox=1554363961,Zaobao,20190405,"[Новости звезды послеобеденного чая] Поклонники часто ругают Хуан Чжэньлуна, когда он пьет послеобеденный чай и раскрывает свое сердце","Послеобеденный чай с фанатами, Хуан Чжэньлун был отруган поклонницами, он рассмеялся и сказал: «Это обычное дело! Раздел «Новости звезды послеобеденного чая» в «Вечерних новостях Ляньхэ» организовал для поклонницы Ху Ялан и местного художника Хуан Чжэньлуна совместный послеобеденный чай в ресторане Sichuan Douhua, расположенном в здании United Overseas Bank Building. Ху Ялань выступал в роли «однодневного репортера», задавая вопросы айдолу, Хуан Чжэньлун отвечал на каждый вопрос, иногда «притворяясь холодным», что заставляло изначально нервничающих фанатов расслабиться, и, наконец, забавным образом «проклял» айдола."
